,cowcode,country,year,c_abbr,recent_country,wg,region_ccp,system_year,system_age,system_num,recent_system,event_year,event_age,event_num,recent_event,valid_year,eventtype,reconciled,Human Dignity,Right to Overthrow Government,Amparo,Indigenous Voting,Indigenous Representation,Form Indigenous Political Parties,Indigenous Tax Exemption,Indigenous Exemption for Illegal Activities,Indigenous Internal Governance,Form Parties,Universal Adult Suffrage,State Duty to Provide Work,State Duty to Protect Culture,Jury Trial,Victims' Rights,Extradition of Criminals,Collection of Evidence,Pre-Trial Release,Habeas Corpus,No Punishment Without Law,Appeal,Capital Punishment Banned,Corporal Punishment Banned,Due Process,Examine Witnesses,Ex Post Laws Banned,Redress for False Imprisonment,Fair Trial,Speedy Trial,Public Trial,Presumption of Innocence,Trial in Native Language,Juvenile Criminal Rights,Double Jeopardy Banned,Protection Against Self-Incrimination,Counsel,Debtor Detention Banned,Birthright Citizenship,Renounce Citizenship,Equality Before Law,Gender Equality,Nationality Equality,Country of Origin Equality,Racial Equality,Language Equality,Religious Equality,Sexual Orientation Equality,Age Equality,Disability Equality,Color Equality,Creed Equality,Social Status Equality,Financial Equality,Tribe/Clan Equality,Party Equality,Parentage Equality,Access to Information,Protection of Reputation,Freedom of Religion,Separation of Church and State,Expropriation of Property,Fair Compensation,Unions,Strike,Leisure,Minimum Standard of Living,Transfer Property,Testate,Inheritance,Intellectual Property,Patents,Copyrights,Trademarks,Form Business,Consumer Rights,Social Security,Support for Elderly,Support for Unemployed,Support for Disabled,Support for Children,Property,Free Market,Benefits of Science,Choose Occupation,Safe Working Environment,Child Labor,Shelter,Marriage,Found Family,Matrimonial Equality,Childrens' Rights,Civil Marriage,Self-Determination,Health,Life,Slavery Banned,Torture Banned,Cruel Treatment Prohibited,Privacy,Movement,Opinion,Expression,Petition,Censorship Banned,Press,Assembly,Association,Development of Person,Conscientious Objectors,Asylum,Arms,Environment,Arts,Language Protection,Free Education,Academic Freedom,Access to Higher Education
8014,305,Austria,2012,AUS,1,1,W. Europe/U.S./Canada,1945,67,417,1,2010,2,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no
10167,373,Azerbaijan,2012,AZE,1,1,E. Europe/Post-Soviet,1995,17,534,1,2009,3,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,1. conditional,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,2. yes and free access,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. conditional,1. yes,1. yes,2. full,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,2. full,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. conditional,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,2. full,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. conditional
410,31,Bahamas,2012,BHM,1,1,Latin America,1973,39,6,1,2002,10,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,2. yes and free access,0. no,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,1. conditional,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. conditional,2. full,2. full,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no
15339,692,Bahrain,2012,BAH,1,1,Middle East/N. Africa,2002,10,814,1,2012,0,3891,0,2010,amendment,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,1. conditional,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. conditional,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. conditional,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,1. conditional,1. yes,1. yes,1. yes,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no
17056,771,Bangladesh,2012,BNG,1,1,South Asia,1986,26,871,1,2011,1,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,2. yes and free access,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no
1030,53,Barbados,2012,BAR,1,1,Latin America,1966,46,78,1,2007,5,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no
10101,370,Belarus,2012,BLR,1,1,E. Europe/Post-Soviet,1994,18,524,1,2004,8,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,1. conditional,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,2. yes and free access,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. conditional,1. yes,1. yes,2. full,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. conditional,1. yes,1. yes,1. yes,0. no,0. no,2. yes and free access,1. yes,1. conditional,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,2. full,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,2. full
5163,211,Belgium,2012,BEL,1,1,W. Europe/U.S./Canada,1831,181,324,1,2012,0,3925,0,2010,amendment,1,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,1. conditional,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,2. full,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no
1458,80,Belize,2012,BLZ,1,1,Latin America,1981,31,97,1,2010,2,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,1. conditional,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. conditional,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no
11255,434,Benin,2012,BEN,1,1,Sub-Saharan Africa,1990,22,571,1,1990,22,NA,0,2010,non-event,NA,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. conditional,1. yes,1. yes,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no
16948,760,Bhutan,2012,BHU,1,1,South Asia,2008,4,988,1,2008,4,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,2. full,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. conditional,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. conditional
3663,145,Bolivia,2012,BOL,1,1,Latin America,2009,3,976,1,2009,3,NA,0,2010,non-event,NA,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,2. full,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,2. yes and free access,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. conditional,1. yes,1. yes,2. full,0. no,1. yes,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,2. yes and free access,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,2. full,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,2. full
9140,346,Bosnia and Herzegovina,2012,BOS,1,1,E. Europe/Post-Soviet,1995,17,464,1,2009,3,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,2. full,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no
13302,571,Botswana,2012,BOT,1,1,Sub-Saharan Africa,1966,46,726,1,2002,10,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. conditional,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no
3475,140,Brazil,2012,BRA,1,1,Latin America,1988,24,264,1,2012,0,3930,0,2010,amendment,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. conditional,1. yes,0. no,1. yes,1. yes,0. no,1. conditional,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,2. yes and free access,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. conditional,1. yes,1. yes,2. full,1. yes,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,2. full,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. conditional
18161,835,Brunei,2012,BRU,1,1,East Asia,1959,53,926,1,2006,6,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no
9541,355,Bulgaria,2012,BUL,1,1,E. Europe/Post-Soviet,1991,21,485,1,2007,5,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. conditional,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,2. full,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,1. conditional,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,2. full,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no
11522,439,Burkina Faso,2012,BFO,1,1,Sub-Saharan Africa,1991,21,594,1,2012,0,4004,0,2010,amendment,1,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. conditional,1. yes,1. yes,2. full,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. conditional,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,1. yes,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no
12426,516,Burundi,2012,BUI,1,1,Sub-Saharan Africa,2005,7,683,1,2005,7,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,0. no,0. no,1. conditional,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,2. yes and free access,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. conditional,1. yes,1. yes,2. full,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,1. conditional,1. yes,0. no,1. yes,0. no,0. no,1. yes,1. yes,2. full,2. full,2. full,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no
17812,811,Cambodia,2012,CAM,1,1,East Asia,1993,19,913,1,1999,13,NA,0,2010,non-event,NA,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. conditional,1. yes,0. no,1. yes,1. yes,0. no,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. conditional,1. yes,1. yes,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. conditional,0. no,1. yes,1. yes,0. no,0. no,1. yes,1. yes,0. no,2. full,2. full,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,0. no
11902,471,Cameroon,2012,CAO,1,1,Sub-Saharan Africa,1972,40,620,1,2008,4,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,2. full,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,2. full,2. full,1. yes,1. yes,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no
370,20,Canada,2012,CAN,1,1,W. Europe/U.S./Canada,1867,145,5,1,2011,1,NA,0,2010,non-event,NA,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,2. full,0. no,1. yes,1. yes,1. yes,0. no,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no
